ID;Артикул;Название товара;Цвет;Аромат;Размер;Цена;Старая цена;Высота;Ширина;Объем;Диаметр;Комплектация / информация о размере;Материал;Состав;Детали;Коллекция;Капсула;Категория;Подкатегория;Товар входит в готовое решение;Опционально входит в готовое решение;Капсула;Фото 1;Фото 2;Фото 3
9;KD-PD-1030;"Чайная пара ""Лунная сказка""";Ночной синий;;250 мл;6 990 ₽;;;;250 мл;15 см;Кружка 1 шт, Блюдце 1 шт;Фарфор;100% костяной фарфор;Рисунок;Лунная сказка;Лунная сказка;Посуда и сервировка;Кружки, чайные и кофейные пары;Зимняя сказка;;;/kd/images/time-tea-pair.png;;
10;KD-PD-1024;"Комплект постельного белья ""Лунная сказка""";Ночной синий;;Полуторный 140x220 см;15 990 ₽;;140 см;220 см;;;Наволочка 2 шт\n Простынь 1 шт\nПододеяльник 1 шт;Шелк;100% Сатин;Вышивка;Лунная сказка;Лунная сказка;Постельное белье;Постельное белье;Зимняя сказка;;;/kd/images/products/KD-PD-1024-DARK01.png;/kd/images/products/KD-PD-1024-DARK02.png;
10;KD-PD-1024;Комплект постельного белья «Лунная сказка»;Ночной синий;;Евро 200×220 см;18 990 ₽;;200 см;220 см;;;Наволочка 2 шт\n Простынь 1 шт\nПододеяльник 1 шт;Шелк;100% Сатин;Вышивка;Лунная сказка;Лунная сказка;Постельное белье;Постельное белье;Зимняя сказка;;;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1024-DARK01.png;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1024-DARK02.png;
10;KD-PD-1024;Комплект постельного белья «Лунная сказка»;Ночной синий;;Кинг сайз 220×240 см;20 990 ₽;;220 см;240 см;;;Наволочка 2 шт\n Простынь 1 шт\nПододеяльник 1 шт;Шелк;100% Сатин;Вышивка;Лунная сказка;Лунная сказка;Постельное белье;Постельное белье;Зимняя сказка;;;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1024-DARK01.png;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1024-DARK02.png;
11;KD-PD-1025;"Тарелка ""Лунная сказка""";Ночной синий;;23 см;5 990 ₽;;;;;23 см;;Фарфор;100% костяной фарфор;Рисунок;Лунная сказка;Лунная сказка;Посуда и сервировка;Тарелки;Пламя морских глубин,  Зимняя сказка;;;https://kssafonova.github.io/kd/images/moon-plate.png;;
13;KD-PD-1028;Натяжная простыня из сатина;Белый;;Полуторный 140x220 см;4 990 ₽;;140 см;220 см;;;;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;/kd/images/products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1028-WHITE03.png;/kd/images/products/KD-PD-1028-WHITE03.png
13;KD-PD-1028;Натяжная простыня из сатина;Белый;;Евро 200×220 см;5 990 ₽;;200 см;220 см;;;;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1028-WHITE03.png;
13;KD-PD-1028;Натяжная простыня из сатина;Белый;;Кинг сайз 220×240 см;6 990 ₽;;220 см;240 см;;;;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1028-WHITE03.png;
14;KD-PD-1028;Натяжная простыня из сатина;Ночной синий;;Полуторный 140x220 см;4 990 ₽;;140 см;220 см;;;;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;/kd/images/products/KD-PD-1028-DARK01.png;/kd/images/products/KD-PD-1028-DARK02.png;
14;KD-PD-1028;Натяжная простыня из сатина;Ночной синий;;Евро 200×220 см;5 990 ₽;;;;;;;;;;;;;;;;;;;
14;KD-PD-1028;Натяжная простыня из сатина;Ночной синий;;Кинг сайз 220×240 см;6 990 ₽;;;;;;;;;;;;;;;;;;;
12;KD-PD-1028;Натяжная простыня из сатина;Пудровый;;Полуторный 140x220 см;4 990 ₽;;140 см;220 см;;;;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;https://kssafonova.github.io/kd/images/peach-sheet.jpg;/kd/images/products/KD-PD-1028-PUDRA02.png;/kd/images/products/KD-PD-1028-PUDRA03.png
12;KD-PD-1028;Натяжная простыня из сатина;Пудровый;;Евро 200×220 см;5 990 ₽;;200 см;220 см;;;;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1028-WHITE03.png;
12;KD-PD-1028;Натяжная простыня из сатина;Пудровый;;Кинг сайз 220×240 см;6 990 ₽;;220 см;240 см;;;;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1028-WHITE03.png;
151;KD-PD-1128;Наволочка из сатина;Пудровый;;60 x 60 см;4 990 ₽;;60 см;60 см;;;Наволочка 2 шт;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;/kd/images/products/KD-PD-1128-PUDRA01.png;https://kssafonova.github.io/kd/images/imported-products/KD-PD-1128-PUDRA03.png;/kd/images/products/KD-PD-1128-PUDRA03.png
131;KD-PD-1128;Наволочка из сатина;Белый;;60 x 60 см;4 990 ₽;;60 см;60 см;;;Наволочка 2 шт;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;/kd/images/products/KD-PD-1128-WHITE01.png;/kd/images/products/KD-PD-1128-WHITE02.png;/kd/images/products/KD-PD-1128-WHITE03.png
141;KD-PD-1128;Наволочка из сатина;Ночной синий;;60 x 60 см;4 990 ₽;;60 см;60 см;;;Наволочка 2 шт;Шелк;100% Сатин;;;;Постельное белье;Постельное белье;;;;/kd/images/products/KD-PD-1128-DARK01.png;/kd/images/products/KD-PD-1128-DARK02.png;
16;KD-PD-2519;Свеча Феникс;Белый / Золотой;Дерево жизни;10 см;4 990 ₽;;10 см;;;;;;Воск;;Феникс;Феникс;Декор для дома;Свечи и диффузоры;Пламя морских глубин ;Зимняя сказка;;/kd/images/products/images1.jpeg;/kd/images/products/images.jpeg;
16;KD-PD-2519;Свеча Феникс;Белый / Золотой;Сандал и шалфей;10 см;4 990 ₽;;10 см;;;;;;Воск;;Феникс;Феникс;Декор для дома;Свечи и диффузоры;Пламя морских глубин ;Зимняя сказка;;/kd/images/products/images1.jpeg;/kd/images/products/images.jpeg;
18;KD-PD-11417;Тарелка обеденная Овация;Белый;;30 см;1 794 ₽;2 990 ₽;;;;30 см;;фарфор;100% костяной фарфор;;Овация;;Посуда и сервировка;Тарелки;Зеленый салон Пламя морских глубин ;Красные линии;;/kd/images/products/69cfd1dbd8788_big.jpg;;
19;KD-PD-11415;Тарелка десертная Овация;Белый;;19 см;894 ₽;1 490 ₽;;;;19 см;;фарфор;100% костяной фарфор;;Овация;;Посуда и сервировка;Тарелки;Зеленый салон Пламя морских глубин ;Красные линии;;69a59fe31bc63_big.jpg;;
20;KD-PD-11416;Тарелка закусочная Овация;Белый;;25 см;1 314 ₽;2 190 ₽;;;;25 см;;фарфор;100% костяной фарфор;;Овация;;Посуда и сервировка;Тарелки;Зеленый салон Пламя морских глубин ;Красные линии;;69a59ff7219ee_big.jpg;;
21;KD-PD-11514;Чайная пара Овация;Белый;;350 мл;1 194 ₽;1 990 ₽;;;350 мл;18 см;Кружка 1 шт\nБлюдце 1 шт;фарфор;100% костяной фарфор;;Овация;;Посуда и сервировка;Кружки, чайные и кофейные пары;Зеленый салон Пламя морских глубин ;Красные линии;;6a85be4b7c47d_big.jpg;;
22;KD-PD-11428;Чайник Овация;Белый;;990 мл;2 394 ₽;3 990 ₽;;;990 мл;;;фарфор;100% костяной фарфор;;Овация;;Посуда и сервировка;Чайники, молочники и сахарницы;Зеленый салон Пламя морских глубин ;Красные линии;;6a85bf69a9fab_big.jpg;;
23;KD-PD-11430;Сахарница Овация;Белый;;240 мл;954 ₽;1 590 ₽;;;240 мл;;;фарфор;100% костяной фарфор;;Овация;;Посуда и сервировка;Чайники, молочники и сахарницы;Зеленый салон Пламя морских глубин ;Красные линии;;6a85b5ce5156c_big.jpg;;
24;KD-PD-11420;Салатник Овация;Белый;;16 см;1 794 ₽;2 990 ₽;;;;16 см;;фарфор;100% костяной фарфор;;Овация;;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Зеленый салон Пламя морских глубин ;Красные линии;;6a85b4e761a4c_big.jpg;;
25;KD-PD-11438;Чайник Эхо;Белый;;990 мл;5 593 ₽;7 990 ₽;;;990 мл;;;фарфор;100% костяной фарфор;;Эхо;;Посуда и сервировка;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;;6a85bf6840c27_big.jpg;;
